Date,Year,Format,Opponent,OpponentTeam,Venue,Runs,Balls,StrikeRate,Fours,Sixes,Is50,Is100,Format_TotalMatches,Format_TotalInnings,Format_CareerRuns,Format_CareerCenturies,Format_CareerHalfCenturies,Format_CareerHighestScore,Format_CareerAverage,Format_CareerStrikeRate,Format_Status
2011-04-21,2011,IPL,,Kolkata Knight Riders,Narendra Modi Ahmedabad,0,8,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2011-05-17,2011,IPL,,Punjab Kings,Arun Jaitley Delhi,1,1,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2011-06-12,2011,IPL,,Chennai Super Kings,Eden Gardens Kolkata,7,7,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2011-07-07,2011,IPL,,Sunrisers Hyderabad,Wankhede Stadium Mumbai,49,49,100.0,5,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2011-08-02,2011,IPL,,Lucknow Super Giants,Chepauk Chennai,0,9,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2011-08-28,2011,IPL,,Rajasthan Royals,Eden Gardens Kolkata,56,56,100.0,7,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2011-09-23,2011,IPL,,Sunrisers Hyderabad,Narendra Modi Ahmedabad,28,28,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2011-10-18,2011,IPL,,Sunrisers Hyderabad,Wankhede Stadium Mumbai,6,6,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2011-11-13,2011,IPL,,Lucknow Super Giants,Arun Jaitley Delhi,29,29,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2011-12-09,2011,IPL,,Royal Challengers Bengaluru,Arun Jaitley Delhi,6,6,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2012-01-03,2012,IPL,,Gujarat Titans,Arun Jaitley Delhi,11,11,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2012-01-29,2012,IPL,,Kolkata Knight Riders,Narendra Modi Ahmedabad,0,14,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2012-02-24,2012,IPL,,Chennai Super Kings,Chinnaswamy Bengaluru,14,14,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2012-03-20,2012,IPL,,Gujarat Titans,Narendra Modi Ahmedabad,14,14,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2012-04-15,2012,IPL,,Gujarat Titans,Narendra Modi Ahmedabad,65,65,100.0,6,0,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2012-05-11,2012,IPL,,Kolkata Knight Riders,Chepauk Chennai,61,61,100.0,6,0,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2012-06-05,2012,IPL,,Delhi Capitals,Eden Gardens Kolkata,8,8,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2012-07-01,2012,IPL,,Delhi Capitals,Narendra Modi Ahmedabad,11,11,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2012-07-27,2012,IPL,,Delhi Capitals,Arun Jaitley Delhi,15,15,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2012-08-21,2012,IPL,,Punjab Kings,Chinnaswamy Bengaluru,15,15,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2012-09-16,2012,IPL,,Sunrisers Hyderabad,Chepauk Chennai,12,12,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2012-10-12,2012,IPL,,Rajasthan Royals,Chinnaswamy Bengaluru,17,17,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2012-11-06,2012,IPL,,Royal Challengers Bengaluru,Chepauk Chennai,41,41,100.0,5,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2012-12-02,2012,IPL,,Chennai Super Kings,Wankhede Stadium Mumbai,2,2,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2012-12-28,2012,IPL,,Punjab Kings,Eden Gardens Kolkata,4,4,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2013-01-22,2013,IPL,,Kolkata Knight Riders,Eden Gardens Kolkata,42,42,100.0,4,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2013-02-17,2013,IPL,,Punjab Kings,Wankhede Stadium Mumbai,86,86,100.0,8,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2013-03-15,2013,IPL,,Chennai Super Kings,Chinnaswamy Bengaluru,0,14,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2013-04-09,2013,IPL,,Gujarat Titans,Wankhede Stadium Mumbai,1,1,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2013-05-05,2013,IPL,,Delhi Capitals,Wankhede Stadium Mumbai,0,11,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2013-05-31,2013,IPL,,Chennai Super Kings,Eden Gardens Kolkata,38,38,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2013-06-26,2013,IPL,,Kolkata Knight Riders,Narendra Modi Ahmedabad,1,1,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2013-07-21,2013,IPL,,Royal Challengers Bengaluru,Eden Gardens Kolkata,82,82,100.0,10,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2013-08-16,2013,IPL,,Lucknow Super Giants,Chinnaswamy Bengaluru,77,77,100.0,9,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2013-09-11,2013,IPL,,Royal Challengers Bengaluru,Narendra Modi Ahmedabad,0,14,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2013-10-06,2013,IPL,,Sunrisers Hyderabad,Chinnaswamy Bengaluru,0,4,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2013-11-01,2013,IPL,,Chennai Super Kings,Arun Jaitley Delhi,21,21,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2013-11-27,2013,IPL,,Gujarat Titans,Wankhede Stadium Mumbai,9,9,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2013-12-22,2013,IPL,,Kolkata Knight Riders,Wankhede Stadium Mumbai,36,36,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2014-01-17,2014,IPL,,Lucknow Super Giants,Eden Gardens Kolkata,75,75,100.0,7,0,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2014-02-12,2014,IPL,,Royal Challengers Bengaluru,Chinnaswamy Bengaluru,80,80,100.0,10,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2014-03-09,2014,IPL,,Chennai Super Kings,Narendra Modi Ahmedabad,16,16,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2014-04-04,2014,IPL,,Punjab Kings,Arun Jaitley Delhi,0,2,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2014-04-30,2014,IPL,,Punjab Kings,Wankhede Stadium Mumbai,84,84,100.0,7,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2014-05-25,2014,IPL,,Gujarat Titans,Narendra Modi Ahmedabad,31,31,100.0,4,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2014-06-20,2014,IPL,,Sunrisers Hyderabad,Chinnaswamy Bengaluru,1,1,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2014-07-16,2014,IPL,,Gujarat Titans,Arun Jaitley Delhi,26,26,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2014-08-10,2014,IPL,,Delhi Capitals,Wankhede Stadium Mumbai,49,49,100.0,4,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2014-09-05,2014,IPL,,Royal Challengers Bengaluru,Narendra Modi Ahmedabad,3,3,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2014-10-01,2014,IPL,,Delhi Capitals,Narendra Modi Ahmedabad,2,2,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2014-10-26,2014,IPL,,Gujarat Titans,Chinnaswamy Bengaluru,11,11,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2014-11-21,2014,IPL,,Delhi Capitals,Narendra Modi Ahmedabad,0,12,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2014-12-17,2014,IPL,,Chennai Super Kings,Chepauk Chennai,21,21,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2015-01-11,2015,IPL,,Royal Challengers Bengaluru,Chepauk Chennai,3,3,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2015-02-06,2015,IPL,,Delhi Capitals,Eden Gardens Kolkata,0,3,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2015-03-04,2015,IPL,,Rajasthan Royals,Arun Jaitley Delhi,90,90,100.0,8,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2015-03-30,2015,IPL,,Sunrisers Hyderabad,Arun Jaitley Delhi,9,9,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2015-04-24,2015,IPL,,Lucknow Super Giants,Arun Jaitley Delhi,4,4,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2015-05-20,2015,IPL,,Kolkata Knight Riders,Arun Jaitley Delhi,54,54,100.0,4,0,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2015-06-15,2015,IPL,,Lucknow Super Giants,Wankhede Stadium Mumbai,35,35,100.0,4,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2015-07-10,2015,IPL,,Gujarat Titans,Narendra Modi Ahmedabad,13,13,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2015-08-05,2015,IPL,,Delhi Capitals,Narendra Modi Ahmedabad,89,89,100.0,11,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2015-08-31,2015,IPL,,Kolkata Knight Riders,Arun Jaitley Delhi,2,2,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2015-09-25,2015,IPL,,Kolkata Knight Riders,Eden Gardens Kolkata,6,6,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2015-10-21,2015,IPL,,Gujarat Titans,Wankhede Stadium Mumbai,8,8,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2015-11-16,2015,IPL,,Sunrisers Hyderabad,Arun Jaitley Delhi,65,65,100.0,7,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2015-12-11,2015,IPL,,Gujarat Titans,Narendra Modi Ahmedabad,4,4,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2016-01-06,2016,IPL,,Rajasthan Royals,Chepauk Chennai,9,9,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2016-02-01,2016,IPL,,Lucknow Super Giants,Narendra Modi Ahmedabad,3,3,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2016-02-26,2016,IPL,,Lucknow Super Giants,Arun Jaitley Delhi,82,82,100.0,7,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2016-03-23,2016,IPL,,Rajasthan Royals,Eden Gardens Kolkata,4,4,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2016-04-18,2016,IPL,,Royal Challengers Bengaluru,Arun Jaitley Delhi,10,10,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2016-05-13,2016,IPL,,Chennai Super Kings,Eden Gardens Kolkata,1,1,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2016-06-08,2016,IPL,,Sunrisers Hyderabad,Eden Gardens Kolkata,106,106,100.0,11,1,0,1,261,257,7368,2,49,109,29.7,130.0,Active
2016-07-04,2016,IPL,,Delhi Capitals,Eden Gardens Kolkata,32,32,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2016-07-29,2016,IPL,,Chennai Super Kings,Wankhede Stadium Mumbai,10,10,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2016-08-24,2016,IPL,,Kolkata Knight Riders,Wankhede Stadium Mumbai,49,49,100.0,6,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2016-09-19,2016,IPL,,Royal Challengers Bengaluru,Chepauk Chennai,7,7,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2016-10-14,2016,IPL,,Punjab Kings,Narendra Modi Ahmedabad,6,6,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2016-11-09,2016,IPL,,Lucknow Super Giants,Chepauk Chennai,34,34,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2016-12-05,2016,IPL,,Sunrisers Hyderabad,Chinnaswamy Bengaluru,43,43,100.0,4,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2016-12-31,2016,IPL,,Sunrisers Hyderabad,Chepauk Chennai,2,2,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2017-01-25,2017,IPL,,Delhi Capitals,Eden Gardens Kolkata,24,24,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2017-02-20,2017,IPL,,Sunrisers Hyderabad,Arun Jaitley Delhi,5,5,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2017-03-18,2017,IPL,,Gujarat Titans,Chinnaswamy Bengaluru,4,4,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2017-04-12,2017,IPL,,Gujarat Titans,Wankhede Stadium Mumbai,1,1,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2017-05-08,2017,IPL,,Delhi Capitals,Narendra Modi Ahmedabad,67,67,100.0,7,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2017-06-03,2017,IPL,,Lucknow Super Giants,Arun Jaitley Delhi,10,10,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2017-06-28,2017,IPL,,Rajasthan Royals,Eden Gardens Kolkata,19,19,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2017-07-24,2017,IPL,,Sunrisers Hyderabad,Chinnaswamy Bengaluru,88,88,100.0,8,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2017-08-19,2017,IPL,,Delhi Capitals,Eden Gardens Kolkata,2,2,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2017-09-13,2017,IPL,,Chennai Super Kings,Chinnaswamy Bengaluru,13,13,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2017-10-09,2017,IPL,,Gujarat Titans,Chinnaswamy Bengaluru,22,22,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2017-11-04,2017,IPL,,Delhi Capitals,Narendra Modi Ahmedabad,21,21,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2017-11-29,2017,IPL,,Rajasthan Royals,Eden Gardens Kolkata,8,8,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2017-12-25,2017,IPL,,Royal Challengers Bengaluru,Eden Gardens Kolkata,4,4,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2018-01-20,2018,IPL,,Sunrisers Hyderabad,Chinnaswamy Bengaluru,28,28,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2018-02-14,2018,IPL,,Punjab Kings,Arun Jaitley Delhi,63,63,100.0,7,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2018-03-12,2018,IPL,,Gujarat Titans,Wankhede Stadium Mumbai,1,1,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2018-04-07,2018,IPL,,Lucknow Super Giants,Arun Jaitley Delhi,56,56,100.0,5,0,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2018-05-02,2018,IPL,,Kolkata Knight Riders,Chepauk Chennai,32,32,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2018-05-28,2018,IPL,,Gujarat Titans,Chepauk Chennai,54,54,100.0,4,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2018-06-23,2018,IPL,,Rajasthan Royals,Eden Gardens Kolkata,49,49,100.0,4,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2018-07-18,2018,IPL,,Rajasthan Royals,Eden Gardens Kolkata,40,40,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2018-08-13,2018,IPL,,Rajasthan Royals,Wankhede Stadium Mumbai,2,2,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2018-09-08,2018,IPL,,Lucknow Super Giants,Wankhede Stadium Mumbai,1,1,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2018-10-03,2018,IPL,,Delhi Capitals,Wankhede Stadium Mumbai,7,7,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2018-10-29,2018,IPL,,Royal Challengers Bengaluru,Chepauk Chennai,11,11,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2018-11-24,2018,IPL,,Rajasthan Royals,Chinnaswamy Bengaluru,5,5,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2018-12-20,2018,IPL,,Punjab Kings,Wankhede Stadium Mumbai,0,14,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2019-01-14,2019,IPL,,Sunrisers Hyderabad,Wankhede Stadium Mumbai,0,7,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2019-02-09,2019,IPL,,Sunrisers Hyderabad,Arun Jaitley Delhi,49,49,100.0,5,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2019-03-07,2019,IPL,,Gujarat Titans,Eden Gardens Kolkata,15,15,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2019-04-01,2019,IPL,,Royal Challengers Bengaluru,Arun Jaitley Delhi,27,27,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2019-04-27,2019,IPL,,Sunrisers Hyderabad,Arun Jaitley Delhi,29,29,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2019-05-23,2019,IPL,,Rajasthan Royals,Narendra Modi Ahmedabad,3,3,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2019-06-17,2019,IPL,,Lucknow Super Giants,Eden Gardens Kolkata,19,19,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2019-07-13,2019,IPL,,Kolkata Knight Riders,Arun Jaitley Delhi,93,93,100.0,11,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2019-08-08,2019,IPL,,Rajasthan Royals,Chepauk Chennai,74,74,100.0,7,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2019-09-02,2019,IPL,,Sunrisers Hyderabad,Wankhede Stadium Mumbai,6,6,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2019-09-28,2019,IPL,,Lucknow Super Giants,Chepauk Chennai,12,12,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2019-10-24,2019,IPL,,Chennai Super Kings,Chinnaswamy Bengaluru,10,10,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2019-11-18,2019,IPL,,Royal Challengers Bengaluru,Eden Gardens Kolkata,7,7,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2019-12-14,2019,IPL,,Lucknow Super Giants,Wankhede Stadium Mumbai,78,78,100.0,7,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2020-01-09,2020,IPL,,Chennai Super Kings,Eden Gardens Kolkata,15,15,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2020-02-03,2020,IPL,,Chennai Super Kings,Eden Gardens Kolkata,91,91,100.0,8,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2020-02-29,2020,IPL,,Royal Challengers Bengaluru,Narendra Modi Ahmedabad,19,19,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2020-03-26,2020,IPL,,Delhi Capitals,Wankhede Stadium Mumbai,24,24,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2020-04-20,2020,IPL,,Lucknow Super Giants,Chinnaswamy Bengaluru,20,20,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2020-05-16,2020,IPL,,Rajasthan Royals,Chepauk Chennai,4,4,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2020-06-11,2020,IPL,,Delhi Capitals,Chepauk Chennai,1,1,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2020-07-06,2020,IPL,,Kolkata Knight Riders,Chinnaswamy Bengaluru,85,85,100.0,9,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2020-08-01,2020,IPL,,Delhi Capitals,Chinnaswamy Bengaluru,21,21,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2020-08-27,2020,IPL,,Royal Challengers Bengaluru,Chinnaswamy Bengaluru,59,59,100.0,5,0,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2020-09-22,2020,IPL,,Sunrisers Hyderabad,Chepauk Chennai,9,9,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2020-10-17,2020,IPL,,Lucknow Super Giants,Narendra Modi Ahmedabad,67,67,100.0,8,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2020-11-12,2020,IPL,,Delhi Capitals,Chinnaswamy Bengaluru,8,8,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2020-12-08,2020,IPL,,Chennai Super Kings,Wankhede Stadium Mumbai,31,31,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2021-01-02,2021,IPL,,Kolkata Knight Riders,Arun Jaitley Delhi,8,8,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2021-01-28,2021,IPL,,Royal Challengers Bengaluru,Eden Gardens Kolkata,37,37,100.0,4,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2021-02-23,2021,IPL,,Delhi Capitals,Eden Gardens Kolkata,3,3,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2021-03-20,2021,IPL,,Lucknow Super Giants,Wankhede Stadium Mumbai,14,14,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2021-04-15,2021,IPL,,Lucknow Super Giants,Wankhede Stadium Mumbai,96,96,100.0,11,2,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2021-05-11,2021,IPL,,Delhi Capitals,Chepauk Chennai,49,49,100.0,6,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2021-06-05,2021,IPL,,Delhi Capitals,Chinnaswamy Bengaluru,0,13,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2021-07-01,2021,IPL,,Sunrisers Hyderabad,Chinnaswamy Bengaluru,85,85,100.0,8,0,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2021-07-27,2021,IPL,,Rajasthan Royals,Narendra Modi Ahmedabad,3,3,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2021-08-21,2021,IPL,,Chennai Super Kings,Narendra Modi Ahmedabad,49,49,100.0,6,1,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2021-09-16,2021,IPL,,Sunrisers Hyderabad,Arun Jaitley Delhi,8,8,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2021-10-12,2021,IPL,,Royal Challengers Bengaluru,Chepauk Chennai,1,1,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2021-11-06,2021,IPL,,Lucknow Super Giants,Arun Jaitley Delhi,71,71,100.0,8,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2021-12-02,2021,IPL,,Rajasthan Royals,Chepauk Chennai,20,20,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2021-12-28,2021,IPL,,Punjab Kings,Narendra Modi Ahmedabad,1,1,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2022-01-22,2022,IPL,,Chennai Super Kings,Eden Gardens Kolkata,92,92,100.0,8,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2022-02-17,2022,IPL,,Punjab Kings,Eden Gardens Kolkata,0,10,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2022-03-15,2022,IPL,,Sunrisers Hyderabad,Chinnaswamy Bengaluru,11,11,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2022-04-09,2022,IPL,,Punjab Kings,Chepauk Chennai,25,25,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2022-05-05,2022,IPL,,Chennai Super Kings,Narendra Modi Ahmedabad,1,1,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2022-05-31,2022,IPL,,Kolkata Knight Riders,Chepauk Chennai,15,15,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2022-06-26,2022,IPL,,Kolkata Knight Riders,Wankhede Stadium Mumbai,49,49,100.0,4,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2022-07-21,2022,IPL,,Lucknow Super Giants,Eden Gardens Kolkata,15,15,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2022-08-16,2022,IPL,,Lucknow Super Giants,Wankhede Stadium Mumbai,60,60,100.0,7,0,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2022-09-11,2022,IPL,,Rajasthan Royals,Chinnaswamy Bengaluru,25,25,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2022-10-06,2022,IPL,,Rajasthan Royals,Chepauk Chennai,65,65,100.0,8,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2022-11-01,2022,IPL,,Kolkata Knight Riders,Eden Gardens Kolkata,65,65,100.0,8,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2022-11-27,2022,IPL,,Rajasthan Royals,Chepauk Chennai,49,49,100.0,4,1,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2022-12-22,2022,IPL,,Punjab Kings,Wankhede Stadium Mumbai,0,3,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2023-01-17,2023,IPL,,Kolkata Knight Riders,Narendra Modi Ahmedabad,65,65,100.0,5,0,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2023-02-12,2023,IPL,,Lucknow Super Giants,Eden Gardens Kolkata,19,19,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2023-03-09,2023,IPL,,Punjab Kings,Chinnaswamy Bengaluru,41,41,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2023-04-04,2023,IPL,,Kolkata Knight Riders,Chinnaswamy Bengaluru,40,40,100.0,5,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2023-04-30,2023,IPL,,Kolkata Knight Riders,Chepauk Chennai,10,10,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2023-05-25,2023,IPL,,Punjab Kings,Arun Jaitley Delhi,2,2,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2023-06-20,2023,IPL,,Gujarat Titans,Wankhede Stadium Mumbai,16,16,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
